ID	adj.P.Val	P.Value	t	B	logFC	RANGE_GB	RANGE_START	RANGE_END	RANGE_STRAND	GB_ACC	ORF
cg08872742	3.83e-23	3.44e-25	-13.253965	46.646377	-0.27119193					NM_001795.2	1003
cg08611714	3.89e-23	3.51e-25	-13.250327	46.626874	-0.29543094					NM_002278.2	3882
cg14141399	3.94e-23	3.57e-25	-13.247088	46.609507	-0.43008598	NC_000019.8	56919725	56919930	-	NM_001523.1	3036
cg18140857	4.27e-23	3.88e-25	-13.231678	46.526871	-0.31997444	NC_000008.9	57396265	57396478	-	NM_138969.2	195814
cg21243096	4.34e-23	3.96e-25	13.227946	46.506859	0.38256417	NC_000001.9	38282510	38286276	-	NM_002699.2	5453
cg15375239	4.61e-23	4.23e-25	13.215742	46.441395	0.48842452	NC_000019.8	43446599	43447858	+	NM_021102.2	10653
cg06291867	4.65e-23	4.28e-25	13.213516	46.429458	0.41678616	NC_000010.9	92606622	92608182	-	NM_019859.2	3363
cg01144251	4.78e-23	4.41e-25	-13.207745	46.398499	-0.29354335					NM_012315.1	284366
cg08766149	4.79e-23	4.44e-25	-13.206527	46.39196	-0.40943038					NM_004131.3	3002
cg17200465	5.05e-23	4.70e-25	13.195946	46.335188	0.26700243	NC_000003.10	40403461	40404047	+	NM_001248.1	956
cg15602735	5.06e-23	4.73e-25	-13.194866	46.329397	-0.29820936					NM_016249.2	51438
cg20256783	5.35e-23	5.02e-25	-13.183965	46.270894	-0.31454813					NM_004693.1	9119
cg02876062	6.02e-23	5.67e-25	-13.161229	46.148853	-0.32513738	NC_000010.9	14856124	14856711	-	NM_031453.2	83641
cg13792279	6.08e-23	5.75e-25	-13.158703	46.135295	-0.34605543					NM_012131.1	26285
cg17483510	6.15e-23	5.84e-25	13.155884	46.120157	0.35240787	NC_000003.10	180651316	180652496	-	NM_021629.2	59345
cg24063382	6.19e-23	5.89e-25	-13.154024	46.11017	-0.26037316					NM_052967.1	116511
cg20312687	6.27e-23	5.99e-25	-13.150925	46.093531	-0.24951443					NM_054112.1	117285
cg08214957	6.33e-23	6.08e-25	-13.148275	46.079302	-0.35802462					NM_004065.2	1038
cg14062083	6.57e-23	6.33e-25	-13.140766	46.03898	-0.26658515					NM_181600.1	284827
cg20070090	7.16e-23	6.92e-25	-13.124143	45.949701	-0.26171404					NM_002964.3	6279
cg07092725	7.33e-23	7.11e-25	-13.119217	45.923239	-0.2698515	NC_000014.7	62638333	62638701	-	NM_139318.3	27133
cg20649991	8.18e-23	7.97e-25	-13.098096	45.809764	-0.3127956					NM_006840.2	10990
cg08786003	8.49e-23	8.31e-25	-13.090443	45.768635	-0.19171082					NM_052939.3	115352
cg18815943	8.53e-23	8.37e-25	13.088991	45.760834	0.53164469	NC_000001.9	47654351	47655785	+	NM_012186.1	2301
cg08539093	8.54e-23	8.41e-25	-13.088038	45.75571	-0.28292933					NM_014581.2	29989
cg02868123	8.59e-23	8.50e-25	-13.08627	45.746206	-0.33637068					XR_000606.1	5969
cg12014417	9.48e-23	9.41e-25	-13.067257	45.644008	-0.22299593	NC_000012.10	121753648	121753912	-	NM_177551.3	338442
cg11710560	9.49e-23	9.46e-25	-13.066434	45.639584	-0.32767256					NM_031962.2	83900
cg10556064	9.66e-23	9.65e-25	13.062583	45.618883	0.24748176	NC_000016.8	67038237	67039167	-	NM_018667.2	55512
cg24423088	1.01e-22	1.02e-24	-13.053294	45.568938	-0.39917972					NM_175857.3	337879
cg01868128	1.08e-22	1.08e-24	-13.041334	45.504622	-0.15594251					NM_178438.3	254910
cg15329483	1.13e-22	1.15e-24	-13.030705	45.447457	-0.27667537					NM_173358.2	280658
cg06319346	1.13e-22	1.15e-24	-13.030565	45.446707	-0.29774899					NM_139320.1	89832
cg24355048	1.13e-22	1.15e-24	-13.029597	45.441498	-0.20551821					NM_001911.2	1511
cg12108912	1.16e-22	1.18e-24	-13.025418	45.419021	-0.2357674	NC_000002.10	120152369	120153521	+	NM_030577.1	80775
cg12998491	1.20e-22	1.23e-24	13.018274	45.380588	0.46669939	NC_000009.10	133141533	133143486	-	NM_033387.2	286336
cg03818682	1.25e-22	1.29e-24	-13.009261	45.332101	-0.24398766	NC_000011.8	1169837	1170039	+	XM_495860.2	4586
cg06572160	1.25e-22	1.29e-24	13.008405	45.32749	0.27797736	NC_000019.8	55522929	55526307	-	NM_004977.2	3748
cg17173423	1.31e-22	1.35e-24	-13.000168	45.28317	-0.23918835					NM_006138.4	932
cg05440289	1.32e-22	1.37e-24	-12.997967	45.271327	-0.30601604					NM_005547.2	3713
cg12315311	1.33e-22	1.39e-24	-12.995648	45.25885	-0.14683453	NC_000019.8	59259904	59260292	-	NM_198481.1	284415
cg10938286	1.34e-22	1.40e-24	-12.993972	45.249829	-0.41272982					NM_001322.2	1470
cg14541311	1.36e-22	1.43e-24	-12.98959	45.226248	-0.34579861	NC_000014.7	22946794	22946994	-	NM_002471.1	4624
cg27553955	1.38e-22	1.46e-24	12.986565	45.20997	0.25827414	NC_000002.10	42573131	42575803	-	NM_133329.4	170850
cg14366598	1.49e-22	1.58e-24	-12.971696	45.129932	-0.19922075					NM_022789.2	64806
cg10503138	1.53e-22	1.62e-24	-12.966351	45.101159	-0.27866879					NM_175607.1	152330
cg08268099	1.64e-22	1.75e-24	-12.952473	45.026439	-0.29037189					NM_014279.2	10439
cg21801378	1.74e-22	1.86e-24	12.941429	44.966968	0.4770071	NC_000015.8	70398880	70400071	-	NM_052840.3	60677
cg12840719	1.74e-22	1.87e-24	12.940521	44.962074	0.31277787	NC_000009.10	21958106	21958899	-	NT_008413.17	1029
cg24824840	1.85e-22	1.99e-24	-12.92903	44.900185	-0.34016122	NC_000019.8	55911787	55912150	-	NM_016148.1	50944
cg02601403	1.96e-22	2.11e-24	-12.917745	44.839397	-0.30381775					NM_001001418.2	414060
cg25942450	2.33e-22	2.52e-24	12.884803	44.661895	0.41104348	NC_000005.8	170667594	170672661	+	NM_021025.2	30012
cg07038400	2.93e-22	3.18e-24	12.842103	44.431697	0.28786	NC_000003.10	137166766	137168241	+	NM_181897.1	5523
cg11015241	2.98e-22	3.25e-24	-12.838218	44.410748	-0.36158986	NC_000015.8	23577189	23577798	-	NT_026446.13	57194
cg24660086	3.10e-22	3.39e-24	-12.830356	44.368345	-0.25330803					NM_002921.3	5995
cg17267907	3.45e-22	3.79e-24	-12.80973	44.257084	-0.2997855					NM_004084.2	1667
cg14310034	3.49e-22	3.85e-24	12.807076	44.242768	0.44040143	NC_000014.7	53492999	53493694	-	NM_001202.2	652
cg08441806	3.74e-22	4.13e-24	12.793944	44.171913	0.36923285	NC_000010.9	134447362	134452718	-	NM_177400.1	84504
cg20311730	3.78e-22	4.20e-24	-12.791012	44.156092	-0.31861686					NM_176821.2	338322
cg09422355	3.81e-22	4.23e-24	-12.789366	44.14721	-0.34323065					NM_019855.3	56344
cg01731341	4.01e-22	4.47e-24	-12.779202	44.092358	-0.36504986	NC_000012.10	4424550	4424890	-	NM_020996.1	2251
cg23753610	4.55e-22	5.10e-24	-12.755084	43.962171	-0.4028448					NM_173628.1	284176
cg09076077	4.77e-22	5.37e-24	-12.745542	43.910655	-0.32635782	NC_000020.9	58063490	58063750	+	NM_173644.1	284756
cg02148642	4.77e-22	5.38e-24	-12.745258	43.909123	-0.2331954					NM_032260.2	84220
cg16791686	5.02e-22	5.67e-24	-12.735413	43.855959	-0.25991414	NC_000019.8	52940242	52941584	+	NM_015710.3	29997
cg21269934	5.09e-22	5.78e-24	12.732052	43.837809	0.3673022	NC_000004.10	2029497	2032981	+	NM_178557.2	339983
cg03544379	5.45e-22	6.20e-24	-12.718918	43.766881	-0.26049466					NM_012377.1	26658
cg07703401	5.48e-22	6.26e-24	12.717348	43.7584	0.42736205	NC_000016.8	169874	171815	+	NM_005331.3	3049
cg22898761	5.55e-22	6.36e-24	-12.714437	43.742677	-0.10899931	NC_000002.10	201856922	201857713	+	NT_005403.16	841
cg00918005	5.59e-22	6.42e-24	-12.71264	43.732971	-0.26808948					NM_001008387.1	130120
cg08983760	6.06e-22	6.98e-24	-12.697122	43.649141	-0.14855077					NM_003991.1	1910
cg20692569	6.21e-22	7.18e-24	12.691876	43.620795	0.25668873	NC_000007.12	72485499	72488072	+	NM_003508.2	8326
cg09610963	6.25e-22	7.25e-24	-12.690135	43.611387	-0.12090689					NM_014834.2	9884
cg24107142	6.25e-22	7.28e-24	-12.689344	43.607117	-0.29187616					NM_000189.4	3099
cg14696820	6.25e-22	7.29e-24	-12.689045	43.6055	-0.24915055					NM_178348.1	353131
cg04439215	6.42e-22	7.52e-24	12.68355	43.575805	0.21179049					NM_198404.1	386618
cg11061975	6.71e-22	7.88e-24	-12.674715	43.528067	-0.31386825					NM_018556.2	55423
cg08684473	7.26e-22	8.55e-24	-12.659812	43.447519	-0.33584126					NM_006840.2	10990
cg16076328	7.27e-22	8.59e-24	12.658977	43.443009	0.37748397	NC_000002.10	47449542	47451715	+	NM_002354.1	4072
cg13694749	7.71e-22	9.13e-24	-12.647616	43.381592	-0.37419016	NC_000017.9	59403667	59403892	-	NM_000334.3	6329
cg27513764	7.77e-22	9.23e-24	-12.645646	43.370943	-0.27781962					NM_173503.1	146779
cg05190718	7.96e-22	9.49e-24	-12.640626	43.343806	-0.29631209					NM_001232.1	845
cg05037688	8.22e-22	9.84e-24	-12.633996	43.307961	-0.30992842					NM_016215.3	51162
cg03941108	8.47e-22	1.02e-23	-12.62801	43.275591	-0.2930753					NM_000491.2	713
cg20073553	9.22e-22	1.11e-23	12.611785	43.187855	0.38126732	NC_000004.10	13154295	13155884	-	NM_001189.2	579
cg21825364	9.55e-22	1.15e-23	-12.604815	43.150154	-0.25039585	NC_000024.8	14677314	14677669	+	NM_004679.2	9084
cg08458170	9.63e-22	1.17e-23	-12.602675	43.138581	-0.38864778	NC_000019.8	36462141	36462441	-	NM_020856.1	57616
cg17687962	9.69e-22	1.18e-23	-12.60094	43.129196	-0.2978654					NM_001648.2	354
cg23984130	9.86e-22	1.20e-23	-12.597335	43.109695	-0.29085308						28905
cg26059632	1.01e-21	1.23e-23	-12.592524	43.083669	-0.19757483					NM_005988.2	6700
cg01913908	1.03e-21	1.27e-23	-12.587252	43.055152	-0.11062375	NC_000003.10	103637168	103637524	+	NM_175056.1	131368
cg03803009	1.04e-21	1.28e-23	-12.586199	43.049457	-0.31661521					NM_181790.1	350383
cg22892110	1.10e-21	1.36e-23	12.57461	42.986753	0.38650036	NC_000008.9	144869897	144871106	+	NM_139021.1	225689
cg27120999	1.11e-21	1.37e-23	12.573563	42.98109	0.36592966	NC_000014.7	64075878	64079365	+	NT_026437.11	3306
cg17356112	1.12e-21	1.38e-23	-12.571348	42.969106	-0.3278318					NM_181775.2	91584
cg22988566	1.12e-21	1.40e-23	-12.56942	42.958675	-0.33665749					NM_172006.2	280664
cg18521771	1.15e-21	1.44e-23	-12.564105	42.929914	-0.12566542	NC_000009.10	116412969	116414382	+	NM_153045.2	203197
cg01598642	1.17e-21	1.46e-23	-12.561327	42.914881	-0.32436445					NM_000559.2	3047
cg23776892	1.23e-21	1.54e-23	-12.551438	42.861362	-0.34631299					NM_004988.3	4100
cg27043873	1.27e-21	1.60e-23	-12.544385	42.823186	-0.24756534					NM_004934.2	1016
cg10523494	1.33e-21	1.67e-23	-12.536287	42.779354	-0.12857026					NM_174892.1	124599
cg17271365	1.33e-21	1.68e-23	-12.535455	42.77485	-0.23942452					NM_017923.2	55016
cg22477971	1.41e-21	1.79e-23	-12.523352	42.709333	-0.28359754					NM_000491.2	713
cg02909790	1.41e-21	1.80e-23	12.523204	42.708532	0.37620218	NC_000006.10	26379099	26379728	-	NM_003534.2	8355
cg14917512	1.41e-21	1.80e-23	12.523204	42.708529	0.35828552	NC_000019.8	3044235	3046095	+	NM_002067.1	2767
cg07747336	1.45e-21	1.86e-23	-12.516997	42.674926	-0.19017586					NM_212555.1	399967
cg13733733	1.45e-21	1.86e-23	-12.516642	42.673005	-0.25272788					NM_006865.2	11026
cg20227165	1.48e-21	1.90e-23	-12.513012	42.653346	-0.29431576					NM_020229.2	56981
cg11959435	1.50e-21	1.93e-23	-12.509578	42.634752	-0.23399328					NM_024013.1	3439
cg25098401	1.55e-21	2.01e-23	-12.502566	42.596782	-0.20532295					NM_014357.3	26239
cg08590939	1.66e-21	2.16e-23	12.489465	42.525837	0.3696291	NC_000005.8	41905480	41906648	-	NM_000436.2	5019
cg20485165	1.68e-21	2.18e-23	-12.487229	42.513723	-0.29090867					NM_080869.1	128488
cg13350783	1.79e-21	2.34e-23	-12.474757	42.44617	-0.34423037					NM_002274.2	3860
cg07745725	1.81e-21	2.37e-23	-12.472303	42.432878	-0.18571597					NM_021016.2	5671
cg25306170	1.84e-21	2.42e-23	-12.468349	42.411458	-0.33071917					NM_145203.2	122011
cg03902905	1.86e-21	2.45e-23	-12.466288	42.400293	-0.10519739	NC_000002.10	44355696	44355932	+	NM_000341.2	6519
cg04721098	1.86e-21	2.45e-23	-12.465926	42.398329	-0.2096837					NM_006539.2	10368
cg24735489	1.87e-21	2.47e-23	-12.464444	42.390304	-0.31504107					NM_001264.3	1041
cg17886204	1.96e-21	2.60e-23	12.455399	42.341296	0.36945641	NC_000015.8	98163471	98165283	-	NM_194295.1	196968
cg25082710	2.08e-21	2.77e-23	-12.443827	42.278595	-0.17793321					NM_005547.2	3713
cg23163573	2.08e-21	2.77e-23	-12.443662	42.277701	-0.19794779					NM_001056.3	6819
cg20200335	2.17e-21	2.90e-23	-12.43516	42.231626	-0.27926259					NM_175053.2	121391
cg10521852	2.18e-21	2.93e-23	12.433499	42.222627	0.32008327	NC_000019.8	19599394	19601188	-	NM_004720.4	9170
cg15606663	2.19e-21	2.95e-23	-12.431921	42.214073	-0.22709766					NM_181623.1	254950
cg25890048	2.37e-21	3.20e-23	-12.417369	42.135207	-0.26712149					NM_006637.1	10798
cg11698653	2.41e-21	3.26e-23	-12.413901	42.116405	-0.21167773					NM_080874.2	140458
cg12114524	2.58e-21	3.49e-23	-12.401045	42.046716	-0.32049029					NM_003281.3	7135
cg15415545	2.63e-21	3.57e-23	12.397024	42.024914	0.41105165	NC_000016.8	30111791	30114104	+	NM_003166.3	6818
cg24252809	2.75e-21	3.75e-23	-12.387836	41.975098	-0.3006062					NM_147199.2	259249
cg17560332	2.76e-21	3.78e-23	12.386462	41.967651	0.33625957	NC_000002.10	198357531	198360409	-	NM_033030.3	66037
cg25651984	2.76e-21	3.78e-23	-12.386335	41.966962	-0.37320278	NC_000023.9	140819187	140819447	+	NM_005462.3	9947
cg21902327	2.77e-21	3.81e-23	-12.384873	41.959031	-0.32239031	NC_000012.10	4425015	4425387	-	NM_020996.1	2251
cg26090660	2.77e-21	3.82e-23	-12.384647	41.95781	-0.17696632					XR_000540.1	118425
cg14456683	2.78e-21	3.84e-23	12.383383	41.950952	0.26703625	NC_000003.10	148609249	148612068	+	NM_003412.3	7545
cg08260959	2.82e-21	3.91e-23	12.380329	41.934394	0.36465488	NC_000006.10	26348554	26349101	+	NM_003540.3	8361
cg12728629	2.86e-21	3.97e-23	-12.377412	41.918578	-0.24990088	NC_000023.9	151672876	151673193	-	NM_005361.2	4101
cg07459489	2.90e-21	4.04e-23	-12.374381	41.902138	-0.26921559					NM_173851.2	169026
cg08996413	2.97e-21	4.14e-23	-12.369669	41.876588	-0.28439492					NM_006748.1	6503
cg22767466	3.01e-21	4.21e-23	-12.36663	41.860103	-0.26489742					NM_020358.2	57093
cg19370451	3.04e-21	4.27e-23	-12.364321	41.847582	-0.34429969					NM_016190.1	49860
cg13181284	3.12e-21	4.39e-23	-12.358944	41.81842	-0.34263178					NM_005555.2	3854
cg04086012	3.20e-21	4.52e-23	-12.353855	41.79082	-0.31757343	NC_000004.10	189297883	189298217	+	NM_178556.3	339976
cg00463848	3.37e-21	4.76e-23	-12.344014	41.737438	-0.27867792					NM_000423.2	3849
cg07017706	3.53e-21	5.01e-23	-12.334922	41.688115	-0.33839802					NM_175068.2	319101
cg02721374	3.56e-21	5.06e-23	-12.332904	41.677166	-0.24663433					NM_002548.1	4991
cg16016036	3.58e-21	5.11e-23	-12.331222	41.66804	-0.36032471	NC_000002.10	1395970	1396330	+	NM_000547.3	7173
cg21988465	3.73e-21	5.33e-23	-12.323352	41.625343	-0.3198565	NC_000020.9	56862299	56864797	+	NT_011362.9	2778
cg14087150	3.96e-21	5.68e-23	-12.311926	41.563342	-0.26522643					NM_032524.1	84616
cg01193293	4.36e-21	6.26e-23	-12.293912	41.465582	-0.25623322					NM_014385.1	27036
cg10248727	4.63e-21	6.66e-23	-12.28257	41.404018	-0.25286724					NM_002297.2	3933
cg10883621	4.73e-21	6.83e-23	12.27807	41.37959	0.33220091	NC_000002.10	26477981	26478856	+	NM_145038.1	92749
cg21256656	4.77e-21	6.91e-23	-12.275842	41.367494	-0.3146868	NC_000019.8	56165534	56165764	-	NM_002774.3	5653
cg18691434	4.77e-21	6.92e-23	12.275448	41.365357	0.38054873	NC_000007.12	99612634	99613884	-	NM_152742.1	221914
cg26216632	4.87e-21	7.08e-23	-12.271351	41.343117	-0.10080096					NM_013310.3	29798
cg08124722	5.24e-21	7.63e-23	-12.257541	41.268143	-0.34468797					NM_006273.2	6354
cg01055695	5.66e-21	8.29e-23	-12.242511	41.186529	-0.36324225					NM_001018049.1	5047
cg08460435	5.66e-21	8.31e-23	12.242034	41.18394	0.31738769	NC_000001.9	109004688	109005982	-	NM_144584.1	113802
cg07711097	5.66e-21	8.31e-23	-12.241906	41.183244	-0.33692366					NM_002066.1	2765
cg06748315	5.66e-21	8.33e-23	-12.241549	41.181307	-0.26719647					NM_181609.2	337970
cg00512031	5.78e-21	8.53e-23	-12.237177	41.157565	-0.33026314					NM_018659.2	54360
cg26117023	5.98e-21	8.85e-23	12.230435	41.120948	0.44706084	NC_000002.10	74634262	74636287	+	NM_001381.2	1796
cg04322134	6.04e-21	8.96e-23	-12.228192	41.10877	-0.11695171	NC_000009.10	34318830	34319678	+	NM_147172.1	318
cg19464944	6.28e-21	9.34e-23	-12.220547	41.067244	-0.15343285					NM_000566.2	2209
cg12718562	6.52e-21	9.71e-23	-12.213457	41.028734	-0.33261166					NM_153356.1	161514
cg10691387	6.84e-21	1.02e-22	-12.204029	40.977524	-0.2398251					NM_203424.1	389123
cg11435943	6.86e-21	1.03e-22	-12.20298	40.971826	-0.22161941					NM_080474.1	89777
cg18221897	7.06e-21	1.06e-22	-12.197356	40.941271	-0.23297889					NM_014218.1	3802
cg04034767	7.08e-21	1.07e-22	12.196374	40.935939	0.44597025	NC_000012.10	50686496	50688060	+	NM_181711.1	160622
cg22680204	7.90e-21	1.19e-22	12.176006	40.825271	0.31219467	NC_000004.10	5944246	5946191	-	NM_001313.3	1400
cg01469547	8.07e-21	1.22e-22	-12.171549	40.801052	-0.36619809					NM_153445.1	120066
cg24816455	8.08e-21	1.23e-22	-12.170893	40.797487	-0.27578339	NC_000003.10	50285369	50286362	+	NT_022517.17	7869
cg07434382	8.31e-21	1.26e-22	-12.1654	40.767638	-0.22169521	NC_000016.8	68541746	68541976	+	NM_182619.1	348174
cg15944856	8.32e-21	1.27e-22	-12.164672	40.763683	-0.29581078					NM_213608.1	401027
cg16970232	8.54e-21	1.30e-22	12.159364	40.734836	0.41576848	NC_000005.8	112101069	112101604	+	NT_034772.5	324
cg20305726	8.80e-21	1.35e-22	-12.15361	40.703563	-0.2568096					NM_030931.2	81623
cg21023114	8.99e-21	1.38e-22	-12.149017	40.678601	-0.22506059					NM_002172.1	3448
cg18536148	8.99e-21	1.38e-22	12.148805	40.677447	0.45087802	NC_000017.9	56888442	56889722	+	NM_018488.2	9496
cg26507477	9.30e-21	1.43e-22	-12.142211	40.641606	-0.1401438					NM_001008221.1	276
cg01227519	9.39e-21	1.45e-22	-12.139904	40.629067	-0.33679916					NM_032417.2	64648
cg17725968	9.98e-21	1.55e-22	-12.128259	40.565765	-0.33003752					NM_005390.3	5161
cg19216731	1.01e-20	1.58e-22	-12.124643	40.546107	-0.22856483					NM_003476.2	8048
cg25176823	1.01e-20	1.58e-22	12.124532	40.545507	0.33439169	NC_000007.12	5598483	5601225	+	NM_003088.2	6624
cg18841952	1.08e-20	1.68e-22	-12.112799	40.481718	-0.23751236					NM_153838.1	221393
cg15952487	1.09e-20	1.70e-22	-12.110956	40.471693	-0.15634436					NM_001764.1	910
cg04828792	1.13e-20	1.77e-22	-12.103369	40.430444	-0.3124526	NC_000021.7	41655220	41655449	+	NM_002463.1	4600
cg03742272	1.20e-20	1.89e-22	-12.09132	40.364921	-0.30267823					NM_001139.1	242
cg01169726	1.22e-20	1.92e-22	12.088576	40.349999	0.36439783	NC_000007.12	96490825	96492388	-	NT_007933.14	1749
cg18020749	1.23e-20	1.94e-22	-12.086599	40.339247	-0.13483281					NM_014834.2	9884
cg10246520	1.25e-20	1.98e-22	-12.083306	40.321339	-0.32933717					NM_006418.3	10562
cg01808508	1.29e-20	2.05e-22	-12.076628	40.28502	-0.15618884					NM_014814.1	9861
cg12588301	1.30e-20	2.07e-22	-12.074851	40.275357	-0.30718524					NM_019060.1	54544
cg19996355	1.34e-20	2.13e-22	12.069407	40.245745	0.37730498	NC_000019.8	19589638	19590908	-	NM_025245.1	80714
cg22268164	1.35e-20	2.16e-22	-12.067369	40.23466	-0.22138644					NM_003301.1	7201
cg06811800	1.39e-20	2.23e-22	-12.061235	40.201295	-0.27139431	NC_000013.9	113359799	113360176	-	NM_000705.2	496
cg07259382	1.41e-20	2.26e-22	-12.05851	40.186473	-0.27378008					NM_017923.2	55016
cg11237817	1.52e-20	2.45e-22	-12.044298	40.109157	-0.27339917					NM_153443.2	115653
cg25764191	1.58e-20	2.55e-22	12.036566	40.06709	0.41788348	NC_000010.9	105026442	105028852	+	NM_032727.2	9118
cg02818322	1.63e-20	2.63e-22	-12.031237	40.038097	-0.23909476					NM_138702.1	139081
cg05832051	1.69e-20	2.74e-22	12.023709	39.997139	0.38991238	NC_000019.8	59061083	59061682	+	NM_138373.3	91663
cg02780988	1.72e-20	2.80e-22	-12.019807	39.975906	-0.28701107					NM_003771.3	8689
cg20018806	1.76e-20	2.86e-22	-12.015772	39.953946	-0.24680041					NM_001062.2	6947
cg11068096	1.77e-20	2.88e-22	-12.01428	39.945831	-0.24546435					NM_000526.3	3861
cg23128056	1.83e-20	2.99e-22	-12.007545	39.909176	-0.32672309					NM_002275.2	3866
cg17484237	2.00e-20	3.27e-22	-11.991038	39.81934	-0.19190985					NM_032782.3	84868
cg20047055	2.02e-20	3.32e-22	-11.988664	39.80642	-0.2500686					NM_002259.3	3821
cg16778903	2.04e-20	3.35e-22	11.986851	39.796551	0.45840158	NC_000015.8	70398880	70400071	-	NM_052840.3	60677
cg07654934	2.04e-20	3.36e-22	11.986065	39.792271	0.26932151	NC_000003.10	159872918	159873170	-	NM_020169.2	56925
cg25802093	2.06e-20	3.41e-22	11.983822	39.78006	0.39551698	NC_000010.9	22673932	22675060	+	NM_012443.2	9576
cg03329572	2.23e-20	3.69e-22	-11.96918	39.700358	-0.34744944					NM_031281.1	83416
cg07374637	2.29e-20	3.79e-22	-11.964288	39.673727	-0.3008053					NM_181611.1	337972
cg20520725	2.43e-20	4.04e-22	11.95264	39.610309	0.34030537	NC_000006.10	26325099	26325690	+	NM_021052.2	3012
cg21663122	2.46e-20	4.10e-22	11.950088	39.596416	0.34173447	NC_000006.10	26357862	26358931	+	NM_003524.2	8345
cg03860768	2.49e-20	4.16e-22	-11.947117	39.580238	-0.29182404					NM_001715.2	640
cg16272420	2.50e-20	4.19e-22	-11.946014	39.574232	-0.29745731					NM_005396.3	5408
cg14561282	2.50e-20	4.20e-22	-11.945607	39.572017	-0.30090815					NM_014269.3	11086
cg15821095	2.59e-20	4.34e-22	-11.939384	39.538136	-0.28967659	NC_000003.10	51403051	51406080	+	NM_013286.3	29890
cg13745346	2.64e-20	4.44e-22	-11.935211	39.515414	-0.26887942	NC_000016.8	87571935	87572249	-	NM_005187.4	863
cg21640749	2.83e-20	4.77e-22	-11.922069	39.443843	-0.37757612					NM_139018.2	146722
cg08097882	2.89e-20	4.88e-22	11.917994	39.421654	0.45666721	NC_000013.9	78073448	78076158	-	NM_006237.2	5457
cg17264618	2.89e-20	4.90e-22	11.917438	39.418622	0.32087022	NC_000003.10	40403461	40404047	+	NM_001248.1	956
cg26164184	2.91e-20	4.95e-22	-11.915521	39.408182	-0.27229267					NM_004108.2	2220
cg21663722	3.09e-20	5.26e-22	-11.904341	39.34729	-0.25810388					NM_182583.1	284800
cg25455753	3.17e-20	5.40e-22	-11.899545	39.321167	-0.31011192					NM_153040.1	145858
cg25477904	3.24e-20	5.54e-22	-11.894761	39.29511	-0.16820891					NM_006905.2	5669
cg14153740	3.34e-20	5.72e-22	-11.888916	39.263272	-0.30506063					NM_001001317.1	136541
cg07973461	3.73e-20	6.40e-22	-11.868518	39.152151	-0.27597169	NC_000021.7	10120532	10120763	-	NM_001187.1	574
cg12727374	3.84e-20	6.59e-22	11.863039	39.122295	0.43590467	NC_000003.10	185025099	185026684	-	NM_024871.1	79929
cg13916742	3.92e-20	6.75e-22	-11.858873	39.099601	-0.31652492					NM_006552.1	10648
